0, 1.5 2.;
1, 1.5 2.5;
2, 1. 0.5 0.5 0.5 1. 0.5 0.5 1. 0.5 0.5 1.5;
3, 1. 0.5 0.5 0.5 1.5 4.;
4, 1. 0.5 0.5 0.5 1.5 1.5 2.;
5, 0.25 0.25 1. 1. 1. 0.5 0.5 4.;
6, 1.5 4.;
7, 0.5 1.5 1. 0.5 0.5 0.5 1.5 2.;
8, 0.5 1.5 2.;
9, 1. 2.;
10, 1. 1. 1. 1. 2.;
11, 1.5 0.5 0.5 0.5 0.5 0.5 3.;
12, 1. 3.;
13, 1. 3.;
14, 1. 4.;
15, 1.5 2.;
16, 1.5 0.5 0.5 1.5 2.5;
17, 1. 3.;
18, 1.5 3.;
19, 0.5 0.5 3.;
20, 0.5 0.5 1.5 1.5 0.5 0.5 2.;
21, 1. 0.5 0.5 2.;
22, 0.5 0.5 1. 1. 1.5 0.5 1.5 2.5;
23, 1. 0.5 0.5 1.5 2.;
24, 0.5 1.;
25, 0.666992 0.666016 0.666992 2.;
26, 0.5 0.5 0.5 0.5 1. 0.333008 0.333984 0.333008 1.;
27, 0.5 0.5 0.5 0.5 1.333008 0.333984 0.333008 1.;
28, 1.333008 0.333984 0.333008 0.666992;
29, 0.666992 3.5;
30, 0.5 3.5;
31, 0.5 6.;
32, 0.5 1. 0.25 0.25 1.5 0.5 1.;
33, 1.5 0.5 2.;
34, 1. 0.333008 0.333984 0.333008;
35, 0.5 0.5 0.5 1.5 0.5 1.5 0.5 1.5 0.5 1.5 0.5 1.5 0.5 3.;
36, 1. 2.;
37, 0.5 0.5 0.5 1.5 1. 1. 2.;
38, 0.5 0.5 0.5 1.5 1. 1. 1. 1. 0.5 0.5;
39, 0.333008 0.333984 0.333008 2.;
40, 1. 8.;
41, 1.5 0.5 2.;
42, 1.5 0.5 2.;
43, 1. 0.5 0.5 1. 0.5 0.5 1. 0.5 0.5 2.;
44, 0.5 1. 0.25 0.25 1.5 0.5 1. 0.5 0.5 1.5 0.5 1. 0.5 0.5 1.5 0.5 1. 0.5 0.5 2.;
45, 0.5 1. 0.25 0.25 1.5 0.5 1. 0.5 0.5 2.;
46, 0.25 0.25 0.5 1. 0.25 0.25 5.5;
47, 0.25 0.25 0.5 1. 0.25 0.25 4.;
48, 1. 1. 0.5 0.5 4.;
49, 0.5 1. 0.5 0.5 1. 0.5 0.5 1. 0.5 0.5 2.;
50, 0.5 0.5 0.5 1.5 0.5 0.666992 0.666016 0.666992 0.666992 0.666016 0.666992 0.666992 0.666016 0.666992 0.666992 0.666016 0.333984 0.333008;
51, 1.5 1. 1. 1.5 2.5;
52, 0.333008 0.333984 0.333008 2.;
53, 1. 2.;
54, 0.5 0.5 0.5 0.5 3.;
55, 1.5 1. 1. 2.;
56, 1.5 1. 1. 1.5 0.5 2.;
57, 1. 4.;
58, 0.5 0.5 0.5 1.5 0.5 0.666992 0.666016 0.666992 0.666992 0.666016 0.666992 0.666992 0.666016 0.666992 0.666992 0.666016 0.333984 0.333008;
59, 1.5 1. 1. 1.5 2.5;
60, 0.333008 0.333984 0.333008 2.;
61, 1. 2.;
62, 0.5 0.5 0.5 0.5 3.;
63, 1.5 1. 1. 2.;
64, 1.5 1. 1. 1.5 0.5 2.;
65, 1. 4.;
66, 1.5 0.5 1. 1. 1. 1. 3.;
67, 1. 1. 2.;
68, 0.5 3.;
69, 1. 4.;
70, 0.5 1. 1. 2.;
71, 1.5 0.5 1. 1. 1. 0.5 0.5 3.;
72, 0.5 0.5 4.;
