1, 27920.972656 29020.972656 1100. 1 7;
2, 28976.949219 30076.949219 1100. 8 14;
3, 30885.699219 31985.699219 1100. 15 21;
4, 31998.697266 35514.648438 3515.951172 22 44;
5, 36009.039062 37109.039062 1100. 45 51;
6, 37725.367188 40471.558594 2746.191406 52 69;
7, 40627.273438 44625.769531 3998.496094 70 95;
8, 44625.769531 45814.1875 1188.417969 96 103;
9, 47199.375 49881.730469 2682.355469 104 121;
10, 49958.363281 51058.363281 1100. 122 128;
11, 61641.335938 62741.335938 1100. 129 135;
12, 63095.441406 64222.882812 1127.441406 136 142;
13, 64591.121094 65691.125 1100.003906 144 150;
14, 66097.445312 67197.445312 1100. 151 157;
15, 71564.9375 72664.9375 1100. 158 164;
16, 76719.242188 77819.242188 1100. 165 171;
17, 78192.085938 79789.21875 1597.132812 172 182;
18, 80464.039062 83300.664062 2836.625 183 201;
19, 83566.664062 85018.890625 1452.226562 202 211;
20, 85521.101562 86935.539062 1414.4375 212 220;
21, 89400.742188 90661.179688 1260.4375 222 229;
22, 91152.859375 94844.625 3691.765625 231 254;
23, 95223.53125 96323.53125 1100. 256 262;
24, 96874.976562 97974.976562 1100. 263 269;
25, 99158.304688 101017.023438 1858.71875 270 281;
26, 101976.03125 103402.882812 1426.851562 283 291;
27, 104338.867188 106681.90625 2343.039062 293 307;
28, 107095.953125 108195.953125 1100. 309 315;
29, 108520.203125 110091.757812 1571.554688 316 325;
30, 112378.742188 113620.554688 1241.8125 327 334;
31, 113858.453125 114974.671875 1116.21875 336 342;
32, 117417.3125 121415.273438 3997.960938 344 369;
33, 121415.273438 123430.726562 2015.453125 370 382;
34, 133439.734375 134884.09375 1444.359375 384 393;
35, 135012.09375 136112.09375 1100. 394 400;
36, 136862.453125 138138.203125 1275.75 401 408;
37, 138200.203125 142212.109375 4011.90625 410 435;
38, 142212.109375 145454.203125 3242.09375 436 456;
39, 145932.96875 149925.5625 3992.59375 457 482;
40, 149925.5625 153934.234375 4008.671875 483 508;
41, 153934.234375 156496.734375 2562.5 509 525;
42, 156839.515625 158361.453125 1521.9375 526 535;
43, 158470.75 162315.859375 3845.109375 536 560;
44, 162342.859375 163810.421875 1467.5625 561 570;
45, 167288.171875 168826.703125 1538.53125 571 580;
46, 168944.703125 170377.640625 1432.9375 582 591;
47, 170674.09375 171810.234375 1136.140625 592 599;
48, 172101.25 174943.5 2842.25 600 618;
49, 175673.796875 177206.734375 1532.9375 619 628;
50, 178281.078125 180479.84375 2198.765625 630 643;
51, 181284.90625 185289.46875 4004.5625 645 670;
52, 185289.46875 188318.1875 3028.71875 671 690;
53, 188796.234375 191637.859375 2841.625 691 709;
54, 191673.859375 192773.859375 1100. 710 716;
55, 192850.296875 196843.546875 3993.25 717 742;
56, 196843.546875 200847.03125 4003.484375 743 768;
57, 200847.03125 203581.21875 2734.1875 769 785;
58, 203627.21875 207630.453125 4003.234375 787 812;
59, 207630.453125 207766.140625 135.6875 813 813;
60, 208072.90625 209448.90625 1376. 814 822;
61, 210139.359375 214131.921875 3992.5625 823 848;
62, 214131.921875 215787.46875 1655.546875 849 859;
63, 215823.46875 219825.40625 4001.9375 860 885;
64, 219825.40625 220604.328125 778.921875 886 890;
65, 220691.328125 224694.03125 4002.703125 892 917;
66, 224694.03125 226492.015625 1797.984375 918 929;
67, 226537.953125 230528.765625 3990.8125 930 956;
68, 230528.765625 233211.34375 2682.578125 957 973;
69, 234692.203125 235792.203125 1100. 975 981;
70, 235851.53125 239860.453125 4008.921875 982 1007;
71, 239860.453125 240171.453125 311. 1008 1009;
72, 245244.015625 249245.265625 4001.25 1010 1035;
73, 249245.265625 249296.15625 50.890625 1036 1036;
74, 250555.890625 253545.515625 2989.625 1037 1055;
75, 253770.671875 255051.390625 1280.71875 1057 1065;
76, 255560.390625 259537.234375 3976.84375 1066 1091;
77, 263681.8125 264781.8125 1100. 1092 1098;
78, 265067.1875 269073.5 4006.3125 1099 1124;
79, 269073.5 273070.96875 3997.46875 1125 1150;
80, 273070.96875 277073.875 4002.90625 1151 1176;
81, 277073.875 281074.53125 4000.65625 1177 1202;
82, 281074.53125 285088.34375 4013.8125 1203 1228;
83, 285088.34375 289092.3125 4003.96875 1229 1253;
84, 289092.3125 293107.46875 4015.15625 1254 1279;
85, 293107.46875 297105.09375 3997.625 1280 1305;
86, 297105.09375 301114.5 4009.40625 1306 1331;
87, 301114.5 305123.78125 4009.28125 1332 1357;
88, 305123.78125 309122.875 3999.09375 1358 1383;
89, 309122.875 313117.71875 3994.84375 1384 1409;
90, 313117.71875 314932.96875 1815.25 1410 1421;
91, 315066.96875 318637.46875 3570.5 1422 1444;
92, 318655.59375 322659.40625 4003.8125 1445 1470;
